StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,DEMO1,DEMO2,DEMO3,DEMO4,DEMO5,Income,PoliticalOrientation,ATTN2,SAIL1,SAIL2,SAIL3,SAIL4,SAIL5,SAIL6,SAIL7,CRT1,CRT1scored,CRT2,CRT2scored,CRT3,CRT3scored,CRT4,CRT4scored,CRT5,CRT5scored,CRT6,CRT6scored,CRT7,CMQ1,CMQ2,CMQ3,CMQ4,CMQ5,NFU1,NFU2,NFU3,NFU4,SECS1,SECS2,SECS3,SECS4,SECS5,SECS6,SECS7,SECS8,SECS9,SECS10,SECS11,SECS12,GCBS1,GCBS2,GCBS3,GCBS4,GCBS5,GCBS6,GCBS7,GCBS8,GCBS9,GCBS10,GCBS11,GCBS12,GCBS13,GCBS14,GCBS15,CFI1,CFI2,CFI3,CFI4,CFI5,CFI6,CFI7,CFI8,CFI9,CFI10,CFI11,CFI12,CFI13,CFI14,CFI15,CFI16,CFI17,CFI18,CFI19,CFI20,FFNI1,FFNI2,FFNI3,FFNI4,FFNI5,FFNI6,FFNI7,FFNI8,FFNI9,FFNI10,FFNI11,FFNI12,FFNI13,FFNI14,FFNI15,FFNI16,FFNI17,FFNI18,FFNI19,FFNI20,FFNI21,FFNI22,FFNI23,FFNI24,FFNI25,FFNI26,FFNI27,FFNI28,FFNI29,FFNI30,FFNI31,FFNI32,FFNI33,FFNI34,FFNI35,FFNI36,FFNI37,FFNI38,FFNI39,FFNI40,FFNI41,FFNI42,FFNI43,FFNI44,FFNI45,FFNI46,FFNI47,FFNI48,FFNI49,FFNI50,FFNI51,FFNI52,FFNI53,FFNI54,FFNI55,FFNI56,FFNI57,FFNI58,FFNI59,FFNI60,DTI1,DTI2,DTI3,DTI4,DTI5,DTI6,DTI7,DTI8,DTI9,DTI10,DTI11,DTI12,DTI13,DTI14,DTI15,ATTN,NTBS1,NTBS2,NTBS3,NTBS4,NTBS5,NTBS6,NTBS7,NTBS8,NTBS9,NTBS10,LOC1,LOC2,LOC3,LOC4,ATTN3,SDO1,SDO2,SDO3,SDO4,aid,NTBS1r,NTBS3r,NTBS7r,SDO2r,SDO4r,CMQtotal,SAILtotal,NeedForUniqueness,GCBStotal,SECStotal,DichotomousThinking,NeedtoBelong,LOCint,LOCext,SDOtotal,ID,CFI2r,CFI4r,CFI7r,CFI9r,CFI11r,CFI17r,CFItotal,FFNI19r,FFNI27r,FFNI38r,FFNI_VN,Acclaim_Seeking,Arrogance,Authoritativeness,Distrust,Entitlement,Exhibitionism,Exploitativeness,Grandiose_Fantasies,Indifference,Lack_of_Empathy,Manipulativeness,Need_for_Admiration,Reactive_Anger,Shame,Thrill_Seeking,Total_FFNI,Vulnerable_Narcissism,Grandiose_Narcissism,PolRight,PolLeft,PolCentre,PolLeftRight,PolLeftMiddleRight,CRTmean
2/06/2024 0:43,2/06/2024 1:03,0,100,1213,1,2/06/2024 1:03,46.9498,-123.0212,anonymous,EN,0.600000024,1,76,male,white,3,business,8,100,7,4,4,3,4,5,4,3,10,2,5,3,12,1,4,3,1,1,10,2,2,60,90,60,40,100,3,3,4,3,20,60,100,60,10,100,100,100,100,80,100,100,3,4,2,5,4,4,3,3,4,4,3,3,3,4,4,3,2,4,1,4,4,1,3,3,3,1,4,4,4,5,4,2,4,4,4,3,3,4,3,2,3,2,1,4,3,2,3,1,1,2,3,3,4,3,3,3,3,3,4,4,3,4,1,1,3,3,3,3,4,2,1,3,4,4,4,3,2,2,2,3,3,3,4,4,2,2,2,2,4,3,3,3,2,2,3,5,5,3,4,4,2,2,4,3,2,3,5,4,5,5,8,4,2,4,3,3,3,4,2,2,2,5,5,2,3,20,4,1,7,4,65c0f3a8-607b-b5f9-fa54-e013e656b7b6,2,2,2,7,4,70,27,13,53,77.5,56,23,10,5,22,17,4,5,5,3,5,4,80,3,2,2,22,3,3,3.75,3.5,2.25,2.25,2.5,2,4,3.5,2.75,2.5,1.5,1.5,2.75,163,1.833333333,2.9375,1,0,0,1,2,2
2/06/2024 2:32,2/06/2024 2:47,0,100,887,1,2/06/2024 2:47,30.0959,-94.1689,anonymous,EN,0.800000012,1,46,Female,White,2,None,4,0,7,2,1,5,4,5,3,1,0.1,2,5 minutes,3,24,2,4,3,1,1,10,2,2,50,50,0,0,0,3,4,1,3,100,0,40,0,100,0,0,0,100,50,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,3,4,5,3,4,3,5,5,5,3,3,3,5,3,5,1,1,1,3,1,3,1,1,1,1,1,3,1,5,1,2,1,3,3,1,1,1,1,1,1,1,1,5,5,1,3,3,2,4,1,1,1,5,1,1,1,5,3,5,1,2,1,1,3,1,3,1,1,1,1,1,5,3,5,1,4,4,2,4,4,1,1,1,1,1,5,5,4,4,4,8,1,3,1,5,5,5,1,5,4,5,1,2,2,3,20,1,7,1,7,65c10d52-663e-34c3-b5f7-6f65d1fe01c7,5,5,5,1,1,20,21,11,15,36.66666667,45,47,3,5,4,162,2,1,2,3,3,3,73,3,5,1,50,2,1.5,1.75,3.25,1,2,1,1,1,1,1,4.5,3,5,1,120,4.166666667,1.458333333,0,1,0,0,1,2.142857143
2/06/2024 7:17,2/06/2024 7:56,0,100,2360,1,2/06/2024 7:56,41.8764,-87.6133,anonymous,EN,1,1,69,Female,Caucasian,2,Humanities,3,18,7,4,4,5,3,6,5,5,10,2,5 minutes,3,24,2,4 and a half,1,1,1,10,2,2,100,80,50,50,80,3,2,2,2,80,40,80,40,60,20,30,70,50,50,60,70,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,3,4,4,4,3,3,4,4,2,4,3,4,4,4,4,4,2,4,3,3,2,2,2,2,2,2,1,1,3,2,2,2,3,3,2,2,2,1,3,1,2,1,1,3,2,2,4,3,4,1,1,2,2,3,2,2,1,4,3,2,2,3,3,3,1,2,2,2,3,1,2,1,2,3,2,3,3,3,4,2,4,4,3,4,4,3,3,1,2,2,4,5,5,3,4,8,3,3,3,4,3,2,4,2,2,3,4,3,2,4,20,3,6,2,7,65c14e8b-382c-81cb-6c6f-85e25aa20458,3,3,2,2,1,72,32,9,38,54.16666667,51,27,7,6,8,236,2,2,2,4,3,4,68,3,2,2,36,1.75,2,1.75,2.75,1.5,2,1,1.5,3,2,2.25,2.5,3,3.5,1.5,128,3,1.916666667,0,1,0,0,1,1.857142857
2/08/2024 11:06,2/08/2024 11:22,0,100,944,1,2/08/2024 11:22,37.3392,-77.4175,anonymous,EN,1,1,51,Female,White,3,Business and Culinary arts,5,50,7,5,4,6,4,6,6,4,0.1,2,5,3,12,1,6,1,1,1,10,2,2,100,100,100,50,80,3,3,2,3,60,50,80,0,50,60,50,50,40,40,80,40,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,5,1,4,1,5,4,1,5,1,5,1,5,5,5,4,4,3,4,5,5,3,1,4,4,1,2,1,1,3,2,1,3,2,3,1,4,2,1,1,1,1,1,1,4,3,1,3,3,4,2,2,2,3,4,1,1,1,4,2,2,3,3,2,3,2,4,2,4,4,1,1,1,1,3,2,2,3,3,3,2,4,4,4,5,5,2,2,2,1,2,4,5,4,2,4,8,4,2,3,4,4,3,5,3,1,3,3,5,1,3,20,4,4,4,7,65c428d4-d86c-4b05-347b-b8d2ddc993ae,2,3,1,4,1,86,35,11,57,50,50,26,8,4,13,310,5,5,5,5,5,3,93,5,3,2,35,3.25,1.75,3,4.25,1,1.25,1,1.25,3,2.25,1.75,3,2.5,3.25,1.75,137,2.916666667,2.125,0,0,1, ,0,1.714285714
2/06/2024 1:21,2/06/2024 1:34,0,100,769,1,2/06/2024 1:34,33.5229,-81.7983,anonymous,EN,1,1,49,female,white,2,none,7,9,7,5,6,4,4,5,6,1,0.1,2,100,2,24,2,6,1,1,1,10,2,2,90,100,80,80,100,4,4,2,3,90,100,20,10,50,10,80,50,50,30,50,10,4,3,4,5,5,4,5,4,5,5,4,5,4,5,5,5,1,4,2,5,4,1,4,1,4,1,5,4,4,5,4,2,4,4,5,2,1,4,4,2,4,2,1,5,1,4,2,2,1,4,2,1,5,2,2,4,2,1,4,2,4,4,4,2,4,1,2,4,4,1,4,2,4,5,2,5,2,2,1,3,2,2,4,4,1,4,2,2,4,1,5,2,2,2,4,6,4,5,4,5,2,2,4,4,2,2,4,5,5,6,8,4,3,4,5,4,4,4,1,2,2,3,3,1,3,20,4,6,4,7,65c0fcce-1b05-3b22-b7f5-6232fc044b28,2,2,2,2,1,90,31,13,67,45.83333333,60,27,6,4,11,133,5,4,5,5,5,4,89,4,2,2,24,1.75,1.5,4.25,4,1.5,4,2,1.5,4.5,1.5,4.5,2,2.5,1.5,3.75,163,2,2.895833333,0,1,0,0,1,1.714285714
2/06/2024 0:53,2/06/2024 1:27,0,100,2085,1,2/06/2024 1:27,32.3886,-86.1691,anonymous,EN,0.300000012,1,62,Female,White,3,Computer Programming,12,50,7,6,6,6,6,5,6,6,0.1,2,20,1,24’,2,6,1,1,1,10,2,2,100,100,60,100,0,5,5,5,5,60,0,100,100,50,0,100,100,100,60,50,100,1,1,2,2,1,1,1,2,1,1,3,4,5,1,1,4,2,5,2,5,4,1,4,3,4,1,5,5,5,5,5,1,3,5,4,5,1,1,5,4,2,1,3,5,1,3,3,5,1,3,5,3,5,4,1,3,1,3,5,3,1,3,5,5,5,5,3,1,5,5,1,3,3,1,1,3,3,5,2,3,5,3,3,5,1,1,2,1,4,1,1,3,4,3,5,6,6,1,6,6,3,3,6,4,6,6,6,6,5,6,8,5,3,3,5,3,5,3,4,2,3,1,5,5,3,20,1,4,4,6,65c0f5f6-0249-d36c-ea9c-357da134d430,1,3,3,4,2,72,41,20,27,68.33333333,76,32,6,8,11,52,4,4,5,3,5,5,89,2,3,3,42,5,2.5,2.5,4.25,2.75,1.75,1.75,2.5,3.75,1.5,2,3,4.75,2.75,4,179,3.5,2.854166667,0,0,1, ,0,1.571428571
2/06/2024 0:49,2/06/2024 1:09,0,100,1180,1,2/06/2024 1:09,38.5273,-89.1356,anonymous,EN,0.300000012,1,46,Male,White,2,None,4,0,7,2,4,5,4,6,6,2,10,2,100,2,24,2,8,1,1,1,10,2,2,90,90,90,90,90,1,4,1,1,90,40,20,10,80,20,20,20,40,30,40,80,1,1,3,4,2,2,4,2,2,2,4,3,4,2,3,2,5,1,5,1,1,5,1,5,1,5,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,5,1,5,4,2,5,5,2,2,5,5,2,5,5,5,5,4,8,5,1,5,3,5,1,5,1,1,1,5,2,1,4,20,2,4,1,4,65c0f54b-d25e-eff5-fbcf-42b5cffa053e,1,1,1,4,4,90,29,7,39,40.83333333,61,16,7,5,11,42,1,1,1,1,1,1,23,5,5,5,36,1,1,1,4,1,1,1,2,4,2,1,4,2,3,1,116,3,1.666666667,0,1,0,0,1,1.714285714
2/08/2024 11:19,2/08/2024 11:46,0,100,1606,1,2/08/2024 11:46,29.9509,-90.1007,anonymous,EN,1,1,60,Female,White American,3,Floral design,2,95,7,4,5,6,4,6,6,6,. 10,2,100,2,24,2,9,2,1,1,10,2,2,100,100,100,100,100,5,4,2,2,0,100,20,100,30,100,100,100,100,70,100,100,5,5,2,5,4,5,5,4,5,5,2,5,5,5,4,3,4,3,4,2,4,4,5,2,4,4,4,4,3,4,5,2,4,4,5,2,1,2,3,1,3,1,1,3,1,1,1,3,2,1,2,2,4,4,1,2,1,1,4,2,1,5,3,4,2,3,3,3,5,1,1,1,1,2,1,3,4,3,2,1,4,1,4,5,1,1,1,1,4,1,1,3,4,3,3,6,6,3,5,5,3,2,3,6,3,4,5,4,3,6,8,4,4,4,5,4,1,5,2,1,4,5,3,2,4,20,4,7,2,7,65c42b88-4bd5-0461-bd45-6702253fab63,2,2,1,1,1,100,37,13,66,76.66666667,64,26,8,6,8,320,2,2,2,4,2,4,70,2,1,5,33,2.75,1.75,3.25,3.75,1,1.75,1,2,3.25,1.25,1.5,2.25,3.25,2.75,1.75,133,2.75,2.083333333,1,0,0,1,2,1.857142857
2/06/2024 0:45,2/06/2024 1:11,0,100,1558,1,2/06/2024 1:11,39.3434,-84.4009,anonymous,EN,0.800000012,1,81,male,white,2,photography,9,62,7,4,2,4,4,4,5,3,10,2,100,2,24,2,9,2,1,1,10,2,2,80,80,40,40,70,3,4,4,3,90,90,100,0,30,50,50,50,70,70,70,50,3,2,2,4,2,4,3,3,4,2,4,3,2,4,2,2,4,4,4,4,4,2,4,4,3,2,4,4,4,4,4,2,4,4,4,4,3,4,4,3,4,3,4,2,3,4,4,4,4,2,4,2,4,3,4,4,4,4,2,3,3,2,4,4,2,3,2,4,4,4,2,4,4,2,4,4,3,2,3,2,4,3,4,4,4,2,3,2,2,3,2,4,4,4,2,5,4,5,5,5,2,3,2,2,4,3,3,4,4,5,8,2,4,2,2,4,2,4,3,4,4,4,4,2,4,20,5,4,6,4,65c0f405-7f32-33aa-d136-5dd97295e79a,4,4,2,4,4,62,26,14,44,60,56,33,8,6,19,27,2,2,4,2,4,4,71,3,4,2,44,3.75,2.5,4,3.75,3.75,3,3.5,3,2,3.25,3.25,3.75,3.5,3.75,2,195,3.666666667,3.145833333,0,0,1,1,0,1.857142857
2/06/2024 1:02,2/06/2024 1:28,0,100,1555,1,2/06/2024 1:28,39.7628,-105.0263,anonymous,EN,0.600000024,1,72,female,white,4,education,4,100,7,5,5,4,4,6,5,5,10,2,100,2,24,2,9,2,1,1,10,2,2,90,100,90,70,100,3,3,4,4,0,100,30,100,10,100,100,100,100,60,100,100,4,4,1,5,4,5,3,5,4,4,2,1,5,5,5,4,2,5,2,4,5,1,4,1,4,1,5,4,5,5,4,2,4,4,4,2,1,5,2,1,2,1,1,2,2,1,1,1,4,1,4,1,4,2,1,1,1,1,2,1,3,2,1,4,1,1,1,5,4,1,1,1,1,1,1,2,3,2,3,1,4,1,4,4,1,1,1,1,2,2,4,4,1,4,1,4,6,5,5,5,1,1,1,1,1,4,1,4,4,4,8,4,1,3,5,3,1,1,1,1,1,5,4,1,3,20,7,7,7,7,65c0f803-5766-e7c5-e8e9-46bc3bac9838,2,3,5,1,1,90,34,14,57,75,47,23,9,4,16,93,4,4,5,5,5,4,88,4,4,5,32,2.75,1,4.5,3.5,1,1.25,1,2,1.75,1.5,2.5,3,1.25,3.75,1,127,2.666666667,1.979166667,1,0,0,1,2,1.857142857
2/06/2024 4:02,2/06/2024 4:26,0,100,1474,1,2/06/2024 4:26,33.4166,-86.7795,anonymous,EN,0.800000012,1,68,female,white,4,marketing,9,54,7,4,5,4,4,4,5,4,0.1,2,4,1,24,2,9,2,1,1,10,2,2,60,60,40,60,70,3,3,3,3,90,50,60,20,30,90,70,70,70,70,70,80,3,4,3,4,4,4,2,2,3,4,3,4,2,4,4,4,2,4,1,4,4,1,4,2,4,2,4,4,4,4,4,3,4,4,4,4,2,4,2,3,4,2,2,4,2,4,2,2,2,2,4,2,4,4,2,4,2,2,4,2,2,4,2,4,2,3,2,4,4,2,2,2,2,2,2,3,2,2,2,1,4,1,2,4,2,4,1,2,2,2,3,2,1,1,1,5,5,5,5,5,2,1,1,3,2,2,1,1,2,2,8,2,1,1,5,4,1,4,2,3,2,4,2,3,2,20,2,2,3,6,65c121c4-9a41-a329-9f4b-7124cded8c0e,4,5,2,6,2,58,30,12,50,64.16666667,42,29,6,5,13,218,4,5,5,4,4,3,81,2,2,4,24,3.75,1.75,3.5,3,2.25,3.5,1.75,2.5,3,2,3,2,1.75,2.25,1.5,150,2,2.625,0,0,1, ,0,1.714285714
2/06/2024 0:55,2/06/2024 1:28,0,100,1985,1,2/06/2024 1:28,35.1366,-84.8495,anonymous,EN,0.800000012,1,75,male,white,3,Liberal Arts,4,100,7,4,4,4,4,5,5,5,10,2,100,2,47,3,9,2,1,1,10,2,2,100,100,100,100,100,3,4,4,4,70,90,100,100,70,100,100,100,100,100,100,100,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,2,4,1,4,4,1,4,3,3,2,5,5,5,5,4,3,4,4,4,4,3,3,2,2,3,1,2,3,2,1,1,1,3,1,4,3,3,2,1,3,1,1,3,3,1,3,1,3,3,3,3,3,2,1,3,1,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,5,5,5,4,5,2,2,2,2,2,5,5,2,4,5,8,3,3,3,4,4,3,3,3,3,3,4,4,2,3,20,3,4,4,4,65c0f669-b4bb-7a6f-71a1-22ec1887cabb,3,3,3,4,4,100,31,15,55,94.16666667,55,32,8,5,15,59,4,5,5,3,4,3,83,4,3,3,30,3.5,3,3,3,1.75,3,1.5,2.25,3,2.5,1.75,2.5,2,3,2.25,152,2.5,2.541666667,1,0,0,1,2,2
2/06/2024 0:44,2/06/2024 1:17,0,100,1998,1,2/06/2024 1:17,33.8654,-84.3385,anonymous,EN,0.699999988,1,55,Female,White,3,Education,2,95,7,5,4,6,5,5,4,6,10,2,100,2,24,2,12,1,15,1,10,2,2,80,90,40,50,70,4,3,4,4,30,30,100,100,30,90,70,100,40,80,100,100,3,4,2,4,3,4,2,2,3,2,2,2,3,4,4,4,3,4,3,4,4,2,4,3,4,2,4,4,4,3,4,2,4,4,4,3,2,4,2,3,4,1,2,3,2,4,4,4,3,3,4,2,4,4,1,3,2,3,2,3,4,3,4,4,4,3,2,3,4,4,4,3,4,3,2,4,4,4,2,2,3,2,3,3,3,4,2,2,3,2,4,3,4,4,2,5,5,4,5,6,3,3,3,3,4,6,6,6,5,6,8,2,4,3,4,3,4,2,4,3,4,4,4,2,4,20,2,6,4,5,65c0f3cb-5122-3d25-9cd1-e3bd3038d928,4,3,4,2,3,66,35,15,44,72.5,70,37,8,6,11,22,3,3,4,3,4,4,76,2,3,2,43,3.25,2,3.5,2.75,2.75,3.75,2,2.25,2.75,2.25,4,3.5,4,3.25,2.75,179,3.583333333,2.833333333,1,0,0,1,2,1.714285714
2/08/2024 10:24,2/08/2024 10:41,0,100,1014,1,2/08/2024 10:41,32.6917,-117.1151,anonymous,EN,1,1,34,Male,Hispanic,2,Electrical,4,44,7,5,4,3,4,4,4,4,10,2,100,2,47,3,12,1,15,1,10,2,2,80,70,30,80,10,3,3,3,4,70,50,70,70,60,80,70,70,80,80,90,90,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,4,3,4,2,4,4,4,4,2,4,2,5,5,4,4,4,4,4,4,4,5,5,5,4,1,4,2,2,4,4,2,2,2,3,3,3,2,2,3,2,3,2,3,3,4,2,4,2,2,4,4,2,4,4,2,4,2,4,4,4,2,3,2,2,4,4,3,3,3,2,4,2,2,4,2,2,3,3,3,4,4,4,4,4,4,4,2,4,3,3,4,5,4,5,4,8,4,4,4,4,3,3,2,3,2,2,1,4,2,1,20,3,5,2,6,65c41ee0-b0ae-b40a-693d-0809bea6d6da,2,2,4,3,2,54,28,13,41,73.33333333,58,29,5,3,10,286,3,4,2,4,4,2,77,3,2,2,29,4,3,3.5,3.5,1.75,3.75,2,2.25,3.75,3.5,2,2.5,2.25,2.5,3.75,176,2.416666667,3.0625,0,0,1, ,0,1.857142857
2/08/2024 10:38,2/08/2024 11:09,0,100,1839,1,2/08/2024 11:09,38.9816,-77.0044,anonymous,EN,1,1,66,male,afro american,3,various,6,29,7,4,5,5,3,5,3,2,10,2,20,1,24,2,18,1,15,1,10,2,2,30,60,20,10,10,3,3,2,2,80,20,80,40,60,90,10,80,80,80,100,100,2,1,1,4,2,2,3,2,1,1,4,2,2,2,2,4,1,5,2,4,4,2,4,2,4,4,5,5,5,4,4,2,5,4,5,4,1,4,2,3,4,2,2,4,2,2,2,1,2,2,4,1,4,4,2,4,2,2,4,4,2,5,2,4,1,2,2,4,2,3,2,2,2,2,2,4,2,4,2,1,4,2,4,2,2,5,2,2,2,2,2,2,2,2,1,6,6,1,5,6,6,4,5,3,1,6,6,5,6,6,8,4,4,4,5,4,5,1,4,4,1,2,3,1,2,20,1,7,1,7,65c421ae-3fe8-c7ec-ab10-98f739259d32,2,2,5,1,1,26,27,10,31,68.33333333,72,36,5,3,4,294,5,4,4,4,2,4,85,2,1,4,26,3.5,1.5,4,2,2.5,3.75,2,2.5,3,2.5,2.5,1.75,2.25,2.5,1.25,150,2.166666667,2.583333333,0,1,0,0,1,1.571428571
2/08/2024 11:49,2/08/2024 12:11,0,100,1367,1,2/08/2024 12:11,39.7388,-104.9868,anonymous,EN,0.899999976,1,56,Male,Columbian,3,General,4,54,7,3,5,4,2,3,4,1,10,2,500,1,24,2,18,1,15,1,10,2,2,60,80,10,10,0,2,2,2,1,80,50,100,20,40,20,0,80,70,70,50,100,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,5,1,4,5,1,5,2,4,2,5,5,4,4,4,2,4,5,4,2,1,4,1,1,4,1,1,4,2,1,1,1,1,1,4,1,4,4,1,2,1,1,4,2,1,5,2,2,1,4,2,3,4,1,1,1,5,4,2,2,2,2,2,1,4,1,2,3,1,3,1,1,4,2,2,4,1,2,1,5,5,5,5,5,2,2,2,2,2,3,2,3,2,4,8,4,2,4,2,2,1,4,2,2,2,5,5,2,2,20,3,7,1,7,65c43252-3045-3a92-bcac-6acfadcd7577,2,2,2,1,1,32,22,7,16,56.66666667,49,19,10,4,6,344,5,5,5,4,4,4,89,2,1,1,21,3.5,1.25,3.25,2.5,1,2.5,1,1,4,2,1.5,2,1.5,1.75,1,119,1.75,2.041666667,0,0,1, ,0,1.571428571
2/06/2024 1:01,2/06/2024 1:22,0,100,1274,1,2/06/2024 1:22,33.5613,-112.1442,anonymous,EN,0.600000024,1,60,Female,Black,3,Nursing,1,70,7,4,4,3,2,5,5,5,10,2,100,2,60,1,18,1,15,1,10,2,2,20,10,20,80,10,2,1,1,1,80,10,30,20,50,80,30,30,40,40,50,40,1,1,4,2,1,1,1,4,1,1,4,4,4,1,1,4,1,4,1,4,4,1,3,3,4,1,4,4,4,4,1,3,4,1,4,4,1,4,1,1,4,1,1,4,1,1,1,1,2,1,3,2,2,4,2,2,1,1,1,1,1,4,2,1,1,3,2,2,1,2,1,1,4,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,1,2,4,5,1,4,4,1,1,4,5,1,4,1,2,2,1,8,4,2,4,2,2,2,2,2,2,2,1,4,1,1,20,1,5,1,6,65c0f7ac-b61e-4a52-ae0f-4e48b127c97c,2,2,4,3,2,28,28,5,31,41.66666667,40,22,5,2,7,80,5,5,5,3,5,3,75,2,2,2,17,3,1.75,2.5,1.5,1.5,2,1,1.25,1.75,1.75,1.25,1.5,1.5,1.25,1.25,99,1.416666667,1.708333333,0,0,1,1,0,1.571428571
2/06/2024 0:48,2/06/2024 1:08,0,100,1189,1,2/06/2024 1:08,40.7823,-73.7776,anonymous,EN,0.300000012,1,70,Female,White,2,High school grad,8,0,7,5,4,4,4,4,4,1,10,2,50,1,96,1,18,1,15,1,10,2,2,100,100,100,100,100,3,3,3,3,100,50,50,100,50,0,100,100,50,50,100,100,3,3,4,4,3,4,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,1,3,4,1,3,3,4,4,4,4,3,4,4,3,4,1,3,4,3,4,4,4,3,2,3,4,4,4,3,3,4,3,2,1,3,2,3,3,1,4,5,3,4,4,4,1,3,5,1,3,4,4,4,2,5,5,3,5,5,3,3,4,6,4,5,4,4,4,5,8,4,4,4,4,4,4,4,3,2,3,1,1,2,1,20,1,1,4,4,65c0f4fe-a365-4c49-3963-fd2450300642,2,2,2,7,4,100,26,12,52,70.83333333,65,30,2,3,16,39,2,2,3,2,2,4,70,2,2,3,40,3.75,3.5,3.75,3.5,3.5,3.75,1.75,3,3.75,1.5,3.25,2.75,3.75,3.5,2.25,189,3.333333333,3.104166667,0,1,0,0,1,1.428571429
2/06/2024 0:43,2/06/2024 1:00,0,100,1024,1,2/06/2024 1:00,29.2866,-81.0869,anonymous,EN,0.800000012,1,66,MALE,WHITE,4,COMPUTER SCIENCE,11,80,7,5,4,4,4,5,4,1,10,2,1,1,12,1,3,1,15,1,10,2,2,70,80,80,60,60,3,3,2,2,20,80,90,0,10,90,100,100,100,80,100,100,4,3,4,5,4,4,4,3,3,4,4,3,3,3,4,5,1,5,1,5,5,1,4,1,4,1,5,5,5,5,5,4,5,5,5,4,1,5,2,1,3,1,1,4,2,2,1,1,1,2,5,4,5,4,1,3,1,1,4,2,4,5,1,3,2,2,3,4,3,1,1,2,4,3,2,4,1,2,3,2,5,2,4,3,1,2,1,1,4,2,4,2,2,2,2,5,5,3,5,6,3,3,5,5,3,6,6,5,5,5,8,4,3,4,3,3,3,4,3,2,2,3,5,2,2,20,4,4,4,6,65c0f3b7-de10-d8b6-cc7c-78f1b3fde8c0,2,2,2,4,2,70,27,10,55,72.5,70,25,8,4,14,19,5,5,5,5,5,2,95,2,1,2,20,4,2.5,4.5,2.5,1,2.25,1.25,1.25,3.75,2,3.5,1.25,1.5,2.25,2,142,1.666666667,2.541666667,1,0,0,1,2,1.428571429
2/06/2024 1:28,2/06/2024 2:10,0,100,2489,1,2/06/2024 2:10,39.3526,-83.3888,anonymous,EN,0.899999976,1,42,Female,White,2,None,2,50,7,4,3,6,4,4,2,1,.10 cents25,2, ,1,24,2,3,1,15,1,10,2,2,70,100,100,90,100,3,3,3,2,50,0,80,0,80,40,30,60,50,50,90,90,4,3,4,5,5,5,4,3,4,3,5,4,4,4,2,3,4,4,4,3,4,4,4,4,2,4,4,3,4,1,4,4,3,3,4,1,1,1,5,1,1,1,2,1,1,1,1,3,4,1,4,1,1,4,2,3,1,1,3,1,2,3,4,5,1,1,1,1,4,2,1,1,1,3,1,1,5,2,5,1,3,1,1,4,1,1,1,1,1,2,1,4,4,4,1,4,4,4,6,5,1,1,5,4,4,6,6,5,5,3,8,3,4,1,4,4,5,2,3,4,4,3,5,3,3,20,3,4,3,7,65c0fc7b-1a23-3b3a-5f26-44cc96d8111d,3,5,4,4,1,92,24,11,59,51.66666667,63,40,8,6,11,146,2,2,2,2,2,2,58,2,3,5,44,2.25,1,1,3.75,1.5,1.5,1,2.25,2,1.25,1.25,3.25,3.25,4.5,1,123,3.666666667,1.645833333,0,0,1, ,0,1.571428571
2/06/2024 1:17,2/06/2024 1:32,0,100,895,1,2/06/2024 1:32,38.9489,-94.9748,anonymous,EN,0.800000012,1,42,Female,White,3,Education,9,6,7,5,4,6,5,6,6,4,10,2,1,1,24,2,3,1,15,1,10,2,2,80,90,80,10,10,2,2,2,2,100,20,100,10,80,50,10,10,70,60,20,70,3,2,4,2,1,1,4,2,2,1,2,1,3,1,1,2,4,5,4,3,4,4,4,4,5,4,4,3,2,4,4,2,2,1,2,2,1,1,4,2,1,3,4,2,1,4,4,4,5,2,3,2,1,3,1,4,2,4,1,2,4,3,4,5,1,3,2,1,4,2,1,2,2,1,2,4,4,3,4,1,3,1,2,4,2,1,2,2,1,2,4,5,4,5,1,5,6,3,5,6,3,3,3,3,1,5,5,5,6,6,8,1,4,1,4,5,2,5,3,4,4,3,4,4,3,20,2,6,7,1,65c0fbb1-7b9d-d468-d5e5-46c9d7a622a0,5,5,1,2,7,54,36,8,30,50,65,37,7,7,18,128,2,2,2,2,2,4,59,3,3,4,50,2.75,1.5,1.25,3.75,1.75,1.75,2.25,3.5,1.25,1.75,4,4,3.75,4.75,1.25,157,4.166666667,2.229166667,0,1,0,0,1,1.571428571
